Feature team	Prefix
Accounts Receivable	TaxSalesLedger
General Ledger	TermMainAccount
General Ledger	TmpAccount
Cash Management	tmpBank
Accounts Receivable	TmpBillOfExchange
Cash Management	TmpCash
Fixed Assets	TmpDateSum
General Ledger	TmpDim
General Ledger	TmpJournal
Budget	TmpProjBudgetBalances
Accounts Payable	TmpPromissoryNoteStatistics
General Ledger	TmpReference
Accounts Payable	tmpVend
General Ledger	TmpVoucher
General Ledger	Transaction
Accounts Payable	TransactionReversal_Vend
General Ledger	TransactionTxt
General Ledger	TransactTxt
General Ledger	TransTextContext
Cash Management	Treasurer
General Ledger	VarianceMainAcc
Accounts Payable	Vend
Cash Management	VendBankPrenoteGeneration
Cash Management	VendCheque
Cash Management	VendExch
Accounts Payable	VendInvoice
Accounts Payable	VendInvoiceContract
Accounts Payable	VendInvoiceJourJoinVendTrans
Accounts Payable	VendInvoiceUIBuilder
Cash Management	VendOpenTrans
Cash Management	VendorPayment
Cash Management	VendOutPaym
Cash Management	VendPaym
Cash Management	VendPDC
Cash Management	VendPostDatedCheck
Accounts Payable	VendPostedUnionUnpostedInvoice
Cash Management	VendPromissoryNote
Accounts Payable	VendPromissoryNoteStatCalc_Vend
Cash Management	VendSettle
Accounts Payable	VendSettlementTax1099
Cash Management	VendShowspecifikation
Cash Management	VendSpecTransOverview
Cash Management	VendSumForPaym
Accounts Payable	VendTransOpen
Cash Management	VendTransSettle
General Ledger	XBRL
FIM Total	
	
GFM_APAC	*_CN
GFM_APAC	*_CNTest
GFM_APAC	*_IL
GFM_APAC	*_IN
GFM_APAC	*_IN_Test
GFM_APAC	*_INTest
GFM_APAC	*_JP
GFM_APAC	*_JPTest
GFM_APAC	*_MY
GFM_APAC	*_SA
GFM_APAC	*_SATest
GFM_APAC	*_SG
GFM_APAC	*_TH
GFM_APAC	*AU
GFM_APAC	*AUANZ
GFM_APAC	*AUCBA
GFM_APAC	*AUNAB
GFM_APAC	*AUSTG
GFM_APAC	*AUWBC
GFM_APAC	*IN
GFM_APAC	*JPJBA
GFM_APAC	*Zakat_SA
GFM_APAC	*Zakat_SAMaintain
GFM_APAC	*Zakat_SAView
GFM_APAC	AddressZipCodeImportExtension
GFM_APAC	CustVendUnrealizedRev
GFM_APAC	DimensionAttributeLevelTaxBranchView
GFM_APAC	DimensionAttributeValueSetTaxBranchView
GFM_APAC	EmplTransSource_AccountPayable
GFM_APAC	Exim
GFM_APAC	FiscalCalendarsEventHandler
GFM_APAC	GBT
GFM_APAC	InventStock
GFM_APAC	LedgerAccountAnalysisByDimension 
GFM_APAC	LedgerAccountBalSheetByDim
GFM_APAC	LedgerCashDailyStatus
GFM_APAC	PostSalesInvJour
GFM_APAC	PostSalesInvoiceJourCreateEventHandler
GFM_APAC	ServiceTaxPOTInquiry_IN_Test
GFM_APAC	ServiceTaxPOTInquiryBase_INTestable
GFM_APAC	TaxWithholdAccountGroup
GFM_APAC	TaxWithholdAuthority
GFM_APAC	TaxWithholdItemGroup
GFM_APAC	TaxWithholdPeriod
GFM_APAC	TaxWithholdReport
GFM_APAC	TaxWithholdRevenueTable
GFM_APAC	TaxWithholdSettlement
GFM_APAC	TaxWithholdSlip
GFM_APAC	VendUnrealizedRev
GFM_Apac	VoucherTypeWizard_CNTestable
GFM_APAC Total	
	
GFM_EE	*CZ
GFM_EE	*CZTest
GFM_EE	*EE
GFM_EE	*EETest
GFM_EE	*HU
GFM_EE	*HUTest
GFM_EE	*LT
GFM_EE	*LTTest
GFM_EE	*LV
GFM_EE	*LVTest
GFM_EE	*PL
GFM_EE	*PLTest
GFM_EE	*Transptn
GFM_EE	AssetAcquisitionStatement
GFM_EE	AssetAcquisitionStmt
GFM_EE	AssetCard
GFM_EE	AssetDepreciationPlan
GFM_EE	AssetDepreciationSummary
GFM_EE	AssetExploitation
GFM_EE	AssetFullyDepreciated
GFM_EE	AssetInternalTransfer
GFM_EE	AssetLiquidation
GFM_EE	AssetMovement
GFM_EE	AssetRecord
GFM_EE	AssetRepair
GFM_EE	AssetYearDepreciationPlan
GFM_EE	CashBook
GFM_EE	CashNotReported
GFM_EE	CashOrder
GFM_EE	CashReport
GFM_EE	CommercialRegister
GFM_EE	CustVendTransOpenStmt 
GFM_EE	CZ
GFM_EE	CzAdvancePaymentProposal_Vend
GFM_EE	EE
GFM_EE	HU
GFM_EE	LastPl
GFM_EE	LedgerBalanceSheet
GFM_EE	LedgerJournalPreview
GFM_EE	LedgerJournalVoucherPreview
GFM_EE	LedgerStatement
GFM_EE	LedgerTurnoverAndBalance
GFM_EE	LT
GFM_EE	LV
GFM_EE	PaymCalendar
GFM_EE	PL
GFM_EE	PrintMgmtNode_PurchaseAdvanceInvoice
GFM_EE	PrintMgmtNode_SalesAdvanceInvoice
GFM_EE	PurchEditLinesForm_SAD
GFM_EE	PurchFormletterParmDataSAD
GFM_EE	PurchSAD
GFM_EE	TransactionTextParameterSetup
GFM_EE	SalesTaxDeclaration
GFM_EE Total	
	
GFM_LATAM	*_BR
GFM_LATAM	*_BRAttribute
GFM_LATAM	*_BRFake
GFM_LATAM	*_BRSpy
GFM_LATAM	*_BRStub
GFM_LATAM	*_BRTest
GFM_LATAM	*_BRTestable
GFM_LATAM	*_MX
GFM_LATAM	*_MX.BusinessLogic
GFM_LATAM	*_MXTest
GFM_LATAM	*_MXTestable
GFM_LATAM	*BR_Test
GFM_LATAM	*BRTest
GFM_LATAM	*Brtest
GFM_LATAM	*ComplementaryInvoice
GFM_LATAM	*ComplInv
GFM_LATAM	*ComplInvoice
GFM_LATAM	ACOJournalVoucherObject_BRtest
GFM_LATAM	BR_
GFM_LATAM	BrazilParameters
GFM_LATAM	CityHoliday
GFM_LATAM	CityHolidayTest
GFM_LATAM	ComplementaryInvoice
GFM_LATAM	ConfImportBR_Test
GFM_LATAM	DigitalCertificate
GFM_LATAM	EFDocReceive
GFM_LATAM	FB
GFM_LATAM	FiscalDoc
GFM_LATAM	IEFDocMsg
GFM_LATAM	InflationAdjJournal
GFM_LATAM	ISRConcept
GFM_LATAM	ISRProvisionalDetailedHelper
GFM_LATAM	LegalEntityLocationSelectionLookup
GFM_LATAM	MX_
GFM_LATAM	NotApplicableExternalFiscalDocAttribute
GFM_LATAM	PrintMgmtHierarchy_Ledger
GFM_LATAM	PrintMgmtNode_Ledger
GFM_LATAM	PurchComplementaryInv
GFM_LATAM	PurchComplInv
GFM_LATAM	SalesComplementaryInv
GFM_LATAM	SalesComplInv
GFM_LATAM	SysEmailAccount
GFM_LATAM	SysEmailMessageRead
GFM_LATAM	SysEmailPopClient
GFM_LATAM	SysEmailPopServer
GFM_LATAM	SysEmailRead
GFM_LATAM	TaxFiscalDoc
GFM_LATAM Total	
	
GFM_NA	*_CA
GFM_NA	*1099
GFM_NA	*NA
GFM_NA	*NACHA
GFM_NA	*US
GFM_NA	Tax1099
GFM_NA	TmpIRSPayerRec
GFM_NA	VendStateTaxID
GFM_NA	VendTax1099
GFM_NA Total	
	
GFM_RU	*_RU
GFM_RU	*_RUTest
GFM_RU	*ExtBondTest
GFM_RU	*RAssetTable
GFM_RU	*RCash*
GFM_RU	*RDeferrals*
GFM_RU	*RRG*
GFM_RU	*RTSL*
GFM_RU	*RUProxy
GFM_RU	*TaxRegistration
GFM_RU	*TaxRegistrationAddress
GFM_RU	CustomJournal
GFM_RU	DirPartTaxRegistration
GFM_RU	DirPartyImportResourceData
GFM_RU	EmplAdvTable
GFM_RU	Facture
GFM_RU	FormLetterNonSSRSPrintMgmtAdapter
GFM_RU	IRPay
GFM_RU	LedgerRR
GFM_RU	NonSSRSPrintMgmtAdapter
GFM_RU	NonSSRSPrintMgmtAdapterTest
GFM_RU	OXMLExcelReport
GFM_RU	PackingSlipReportAttribute
GFM_RU	PurchBailee
GFM_RU	PurchInvoice4
GFM_RU	RActAdjust
GFM_RU	Rasset
GFM_RU	RCalc
GFM_RU	Rcash
GFM_RU	RCust
GFM_RU	RDeferrals
GFM_RU	RHolderData
GFM_RU	RHRM
GFM_RU	RLedger
GFM_RU	RNumDateInWordConverter
GFM_RU	Rpay
GFM_RU	RReport
GFM_RU	RTax25
GFM_RU	RTSL
GFM_RU	SalesBailee
GFM_RU	SalesInvoice4
GFM_RU	SysGeneralizableAttribute
GFM_RU	SysGeneralizableExtensionAppFactory
GFM_RU	SysIConditionalExtension
GFM_RU	XMLExcel
GFM_RU Total	
	
GFM_W	*_W
GFM_W	*_WTest
GFM_W	*GDL
GFM_W	CountryRegionOptimization
GFM_W	ReleaseUpdateBulkCopyField_GLS
GFM_W	ReleaseUpdateBulkCopyTable_GLS
GFM_W	Vehicle
GFM_W Total	
	
GFM_WE	*_ES
GFM_WE	*_FOR
GFM_WE	*_IS
GFM_WE	*_LM
GFM_WE	*_SEPG
GFM_WE	*347
GFM_WE	*349
GFM_WE	*AT
GFM_WE	*BE
GFM_WE	*BE_DOM
GFM_WE	*BEISABEL
GFM_WE	*BEISABEL128
GFM_WE	*BEL
GFM_WE	*BESWIFT
GFM_WE	*BLWI
GFM_WE	*BS
GFM_WE	*CH
GFM_WE	*CH_LSV
GFM_WE	*CHDTA
GFM_WE	*CHEZAG
GFM_WE	*DE
GFM_WE	*DE_DTAUS
GFM_WE	*DEDTAUS
GFM_WE	*DEDTAZV
GFM_WE	*DK
GFM_WE	*DK_BS
GFM_WE	*DKBEC
GFM_WE	*DKBG
GFM_WE	*DKDBTS
GFM_WE	*DKJBNE
GFM_WE	*DKJBTB
GFM_WE	*DKKaSel526
GFM_WE	*DKOBG
GFM_WE	*DKPBS
GFM_WE	*DKSB
GFM_WE	*DKSB40
GFM_WE	*DKUni
GFM_WE	*DTAUS
GFM_WE	*EDIFACT
GFM_WE	*EL
GFM_WE	*ESAEB
GFM_WE	*FI
GFM_WE	*FI_BASIC
GFM_WE	*FR
GFM_WE	*FRAFB
GFM_WE	*GB
GFM_WE	*GDL_CustVendOut
GFM_WE	*IT
GFM_WE	*ITTest
GFM_WE	*LSV
GFM_WE	*LU
GFM_WE	*MT940
GFM_WE	*NL
GFM_WE	*NLBTL91
GFM_WE	*NLClieOp03
GFM_WE	*NO
GFM_WE	*NO_AG
GFM_WE	*NO_BBSR
GFM_WE	*NO_IP
GFM_WE	*NO_TP
GFM_WE	*NOTP106
GFM_WE	*NOTP200
GFM_WE	*NZ_DL
GFM_WE	*ProdCom
GFM_WE	*PT
GFM_WE	*RBC
GFM_WE	*SE
GFM_WE	*SEBG
GFM_WE	*SEPGU
GFM_WE	*SESWIFT
GFM_WE	*State11
GFM_WE	*Statement11
GFM_WE	*UK
GFM_WE	*UK_BACS
GFM_WE	AssetBookBookForPostingLayerLookup
GFM_WE	AssetBookLVP
GFM_WE	AssetDepBookLVP
GFM_WE	AssetLVP
GFM_WE	AssetRBSL
GFM_WE	AssetTaxStatistic
GFM_WE	AssetTransferToLVP
GFM_WE	AxdEUSLReporting
GFM_WE	BankAccountTrap
GFM_WE	BankCoda
GFM_WE	BankCustPaymId
GFM_WE	BankCustPaymIdTable
GFM_WE	BankCustPaymModeBank
GFM_WE	BankCustPaymModeBankAccounts
GFM_WE	BankCustPaymModeBankAccounts
GFM_WE	BankCustPaymProposalSpec
GFM_WE	BankFileArch
GFM_WE	BankFileArchParameters
GFM_WE	BankFileArchTable
GFM_WE	BankPaymBalance
GFM_WE	BankPaymBalanceSurvey
GFM_WE	BankPaymBalanceSurveyPaymCodes
GFM_WE	BankVendPaymModeBank
GFM_WE	BankVendPaymModeBankAccounts
GFM_WE	BankVendPaymProposalSpec
GFM_WE	Basic
GFM_WE	BlackList
GFM_WE	BLWI
GFM_WE	Cheque_
GFM_WE	CountryRegionGroupBLWI
GFM_WE	CurrencyChfEurLookup
GFM_WE	CusteGiro
GFM_WE	CusteInvoice
GFM_WE	CustInPaymCH
GFM_WE	CustInPaymNO
GFM_WE	CustInPaymSE
GFM_WE	CustInvoiceReferenceNumber_FI_Formula1
GFM_WE	CustInvoiceReferenceNumber_FI_Formula2
GFM_WE	CustOutPaym_ 
GFM_WE	CustOutPaymAT
GFM_WE	CustOutPaymCH
GFM_WE	CustOutPaymControl_
GFM_WE	CustOutPaymCreate
GFM_WE	CustOutPaymDE
GFM_WE	CustOutPaymFI
GFM_WE	CustOutPaymNO
GFM_WE	CustOutPaymRecord_ 
GFM_WE	CustOutPaymRecord_DK
GFM_WE	CustOutPaymRecord_ESAEB
GFM_WE	CustOutPaymRecordCH
GFM_WE	CustOutPaymSE
GFM_WE	CustPayments
GFM_WE	CustPaymReconciliationImport_
GFM_WE	CustVendCommunication
GFM_WE	CustVendList
GFM_WE	CustVendNACHAIATInfoTable
GFM_WE	CustVendOutPaymFileSequence
GFM_WE	CustVendOutPaymNL_DisketteLabels
GFM_WE	CustVendOutPaymNL_InstructionLetter
GFM_WE	CustVendPaymFileAnalyze
GFM_WE	DIOTDeclarationReport
GFM_WE	DIOTDeclartionConcept
GFM_WE	EcoResProductInventExt
GFM_WE	EDIFACT
GFM_WE	eGiro
GFM_WE	eInvoice
GFM_WE	EInvoiceXSLFileTransform
GFM_WE	EUSalesList
GFM_WE	EUSalesListDiskNL
GFM_WE	EUSalesListReporting
GFM_WE	EUSLReporting
GFM_WE	ExportFormat 
GFM_WE	FullSettlement
GFM_WE	GDPdU
GFM_WE	GIFICodesToFinancialStatementTemplate
GFM_WE	InpcRateTable
GFM_WE	Intrastat2Prodcom
GFM_WE	Intrastat
GFM_WE	IntrastatArchive
GFM_WE	IntrastatDisk
GFM_WE	IntrastatFormLetter
GFM_WE	IntrastatList
GFM_WE	IntrastatToProdcom
GFM_WE	IntrastatTransfer
GFM_WE	InventExt
GFM_WE	InventFiscalLIFO
GFM_WE	InventJournalExt
GFM_WE	InventProdCOM
GFM_WE	LedgerGDPd
GFM_WE	LedgerInAccountStatement
GFM_WE	LedgerJournalizeReport_
GFM_WE	LedgerJournalizeTrans_
GFM_WE	LedgerOpening
GFM_WE	LedgerPostingJournal
GFM_WE	LedgerRelatedAccounts
GFM_WE	LedgerSIEExportFile
GFM_WE	LedgerTmpGDPd
GFM_WE	LedgerXBRL
GFM_WE	NAF
GFM_WE	OrganizationAdministration
GFM_WE	PaymInstruction
GFM_WE	ProdCom
GFM_WE	ProdProjEInvoice
GFM_WE	SalesOrderEntry
GFM_WE	SalesPurchaseCycle
GFM_WE	SalesPurchCycle
GFM_WE	SalesSalesEInvoice
GFM_WE	SysFileStore
GFM_WE	TaxBapi
GFM_WE	TaxBook
GFM_WE	TaxCalcBas
GFM_WE	TaxCalcReportBE
GFM_WE	TaxEdivat
GFM_WE	TaxElectronic
GFM_WE	TaxExchRateAdjustment
GFM_WE	TaxIntervat
GFM_WE	TaxPurchaseTax
GFM_WE	TaxRep347
GFM_WE	TaxReport_
GFM_WE	TaxReport3
GFM_WE	TaxReport347
GFM_WE	TaxReport349
GFM_WE	TaxReportDomestic
GFM_WE	TaxReportInitialize
GFM_WE	TaxReportLines
GFM_WE	TaxReportSelectSettlementAccount
GFM_WE	TaxReportTable
GFM_WE	TaxReportToAscii 
GFM_WE	TaxVATNumValidate
GFM_WE	TaxVATNumValidateIE
GFM_WE	TaxVatPurchReport
GFM_WE	TaxVatReportCategory
GFM_WE	TaxVatSalesReport
GFM_WE	TaxWithholdTransPeriod
GFM_WE	TaxXML_
GFM_WE	TaxYearlyCom
GFM_WE	TmpAssetFixedBook
GFM_WE	TmpCountryRegion
GFM_WE	TmpNumberSequence
GFM_WE	TmpReportTable
GFM_WE	TradeBLWI
GFM_WE	VATRegister
GFM_WE	VendInvoiceSum
GFM_WE	VendOutPaym_
GFM_WE	VendOutPaymCreate_
GFM_WE	VendOutPaymRecord_
GFM_WE	VendPayments
GFM_WE	VendPaymReconciliationImport_
GFM_WE	Transportation
GFM_WE Total	
	
HRM	*_Hcm
HRM	*_HRM
HRM	*_Payroll
HRM	AxdAbsenceRequest
HRM	AxdHcm
HRM	AxdHRM
HRM	AxHcm
HRM	AxHRM
HRM	CC
HRM	DateEffective
HRM	DateEffectiveness
HRM	default_Human
HRM	DirView
HRM	DV
HRM	EmplWorkLocalPhone
HRM	EPAbsence
HRM	EPAddNewAbsence
HRM	EPMyProfile
HRM	EPPersonal
HRM	EPRefreshAbsence
HRM	EPStaffing
HRM	EPTraining
HRM	Hcm
HRM	HR
HRM	HRConsistencyCheck
HRM	HRPParty
HRM	Job
HRM	KM
HRM	OMTeam
HRM	OMDepartment
HRM	Organization
HRM	Payroll
HRM	Position
HRM	PRL
HRM	SysDateOptions
HRM	RoleCenterHRManager
HRM	RoleCenterStaffingSpecialist
HRM	RoleCenterTrainingManager
HRM	QuickLinks_StaffingSpecialistLinks
HRM	QuickLinks_StaffingSpecialistReportLinks
HRM	QuickLinks_HRManagerLinks
HRM	QuickLinks_HRManagerReportLinks
HRM	QuickLinks_TrainingManagerLinks
HRM	*PayrollDisbursement
HRM	AccDistConstPayroll
HRM	VendOutPaymNACHAPayroll
HRM	VendOutPaymRecordPayroll
HRM	CustVendCheque_Payroll
HRM	PayrollPayStatementGenerateVendorInvoice 
HRM	VendOutPaym_Cheque_Payroll
HRM	AccDistRulePayroll
HRM	AccJourRulePayroll
HRM	SourceDocumentLineItemIPayroll
HRM	AccDistFormDisplayPayroll
HRM	DimDerDistRulePayrollEarningSTMTCost
HRM	DimDerDistRulePayStatement
HRM	JournalizingDefinitionManagerPayroll
HRM	SubledgerJournalAccEntryFormPayroll
HRM	QuickLinks_TrainingManagerReportLinks
HRM Total	
	
Infrastructure	CollapseGLSandSYS
Infrastructure	TmpIdRef
Infrastructure	TmpSetup
Infrastructure	TmpRecid
Infrastructure Total	
	
Inventory	*_Invent
Inventory	AxdASN
Inventory	AxdCounting
Inventory	AxdPick
Inventory	AxdProfit
Inventory	AxdSendTransfer
Inventory	AxdTransfer
Inventory	Barcode
Inventory	CustVendTransport
Inventory	EPShippingAndReceiving
Inventory	EPWarehouse
Inventory	GlobalParameters
Inventory	InterCompanyGoodsInTransit
Inventory	Invent
Inventory	InventItemGTIN
Inventory	InventoryAndWarehouseManagement
Inventory	InvTst
Inventory	Journal
Inventory	LifeScience
Inventory	ParmBuffer
Inventory	ParmUpdate
Inventory	PDS
Inventory	PrintMgmtHierarchy_Invent
Inventory	PrintMgmtInvent
Inventory	PrintMgmtNode_Invent
Inventory	RCInvent
Inventory	RFID
Inventory	SalesReleaseOrderPicking
Inventory	ShipCarrier
Inventory	SysIntetHTMLEditor_EcoRes
Inventory	SysSign
Inventory	TmpJoin
Inventory	TmpPackMaterial
Inventory	TmpSup
Inventory	Tutorial_SysESign
Inventory Total	
	
Manufacturing	*_JMG
Manufacturing	*_Manufacturing
Manufacturing	*_Prod
Manufacturing	*_Route
Manufacturing	AxBOM
Manufacturing	AxBudget
Manufacturing	AxdAttend
Manufacturing	AxdBill
Manufacturing	AxdProd
Manufacturing	AxdRoute
Manufacturing	AxdSendAttend
Manufacturing	AxdSendBill
Manufacturing	AxdSendService
Manufacturing	AxdService
Manufacturing	AxdWork
Manufacturing	AxJmg
Manufacturing	AxProd
Manufacturing	AxWrk
Manufacturing	BOM
Manufacturing	EBC
Manufacturing	EngChg
Manufacturing	EPOperationManager
Manufacturing	EPService
Manufacturing	EPShop
Manufacturing	Forecast
Manufacturing	Gantt
Manufacturing	InterCompanyReq
Manufacturing	InventMov_Kanban
Manufacturing	InventSiteActivate
Manufacturing	InventSupply
Manufacturing	JMG
Manufacturing	Kanban
Manufacturing	Lean
Manufacturing	LeanCosting
Manufacturing	Manufacturing
Manufacturing	MasterPlanning
Manufacturing	MultiSelectionHelper
Manufacturing	PSC
Manufacturing	Plan
Manufacturing	PMF
Manufacturing	Process
Manufacturing	Prod
Manufacturing	ProductionControl
Manufacturing	Req
Manufacturing	Route
Manufacturing	SalesATP
Manufacturing	SalesConfirmDates
Manufacturing	SalesUpdateConfirmDate
Manufacturing	ServiceManagement 
Manufacturing	ServiceSubscription 
Manufacturing	SFC
Manufacturing	SIGRoute
Manufacturing	Site
Manufacturing	TestProject_Manufacturing
Manufacturing	TmpSched
Manufacturing	UpdateBase
Manufacturing	VendInvoiceTransExpanded
Manufacturing	Work
Manufacturing	WrkCtr
Manufacturing	xGantt
Manufacturing Total	
	
OBA	DocuDataSource 
OBA	Oba
OBA	OfficeAddin
OBA	SysExcel
OBA Total	
	
Product Management	*_EcoRes
Product Management	*_PBA
Product Management	*_PC
Product Management	AxdEcoRes
Product Management	AxdItem
Product Management	AxdSendItem
Product Management	AxdUnit
Product Management	AxEcoRes
Product Management	AxInventDimCombination
Product Management	AxInventItem
Product Management	AxInventTable
Product Management	AxUnit
Product Management	ComplianceAndInternalControls
Product Management	Config
Product Management	EcoRes
Product Management	Environment
Product Management	ImageListAppl_EcoResCategory
Product Management	InventDimCombination
Product Management	InventInventDimComb
Product Management	InventItem_
Product Management	InventItemId
Product Management	InventItemService
Product Management	InventItemType
Product Management	InventLookup
Product Management	InventProductDimensionLookup
Product Management	InventTable
Product Management	LogisticsAdvanced
Product Management	Microsoft.Dynamics.AX.Ems
Product Management	PBA
Product Management	PC
Product Management	PdsMRC
Product Management	SysRecordTemplateEditInventTable
Product Management	SysRecordTemplateInventTable
Product Management	SystemParameters
Product Management	Unit
Product Management Total	
	
Project Contract and Billing	*_ProjectQuotation
Project Contract and Billing	*_ProjInvoice
Project Contract and Billing	*_ProjInvoiceJour
Project Contract and Billing	*_ProjInvoiceTable
Project Contract and Billing	*_ProjProposal
Project Contract and Billing	*_ProjProposalJour
Project Contract and Billing	*SalesQuotation
Project Contract and Billing	ProjFormLetterReport_Quotation
Project Contract and Billing	*ProjectInvoice
Project Contract and Billing	*ProjInvoice
Project Contract and Billing	AxdProjContract
Project Contract and Billing	AxdProjInvoice
Project Contract and Billing	AxdProjQuotation
Project Contract and Billing	PrintMgmtNode_ProjectQuotation
Project Contract and Billing	PrintMgmtNode_ProjInvoice
Project Contract and Billing	PrintMgmtNode_ProjProposal
Project Contract and Billing	ProdProj
Project Contract and Billing	ProjContract
Project Contract and Billing	ProjCreditNote
Project Contract and Billing	ProjCustInvoice
Project Contract and Billing	ProjectContract
Project Contract and Billing	ProjFLR_CustRetentionReleaseInvoice
Project Contract and Billing	ProjFormLetter_Invoice
Project Contract and Billing	ProjIntercompany
Project Contract and Billing	ProjInvoice
Project Contract and Billing	ProjPrintInvoice
Project Contract and Billing	ProjProposal
Project Contract and Billing	ProjTransfer
Project Contract and Billing	ProjQuotation
Project Contract and Billing	ProjVendInvoice
Project Contract and Billing	PSAContract
Project Contract and Billing	PSAInvoice
Project Contract and Billing	PSAProjInvoice
Project Contract and Billing	PSAProjQuotations
Project Contract and Billing	PSAQuotations
Project Contract and Billing	PSATmpQuotations
Project Contract and Billing	SalesQuotationEditLinesForm_Proj
Project Contract and Billing	SalesQuotationLineType_Proj
Project Contract and Billing	SalesQuotationMassCreate_Proj
Project Contract and Billing	SalesQuotationProj
Project Contract and Billing	SalesQuotationTableForm_Proj
Project Contract and Billing	SalesQuotationTableType_Proj
Project Contract and Billing	SalesQuotationTransferToProject
Project Contract and Billing	SalesTotals_Proj
Project Contract and Billing Total	
	
Project	*_Proj
Project	*_ProjAccountingDist
Project	*_ProjActivity
Project	*_Project
Project	*_ProjectCost
Project	*_ProjectItemReq
Project	*_ProjectJournal
Project	*_ProjectPurch
Project	*_ProjectReturnItem
Project	*_ProjectSales
Project	*_ProjectSalesItem
Project	*_ProjectSubscription
Project	*_ProjItemRequSalesLine
Project	*_ProjItemTrans
Project	*_ProjPurchLine
Project	*_ProjTable
Project	*_ProjTrans
Project	AfProjectServiceClass
Project	AxdProject
Project	CollabSite
Project	CostControl
Project	CustomerRelatedInfoProjects
Project	Default_project
Project	DimDerDistRuleVendPayReqForExpProdExt
Project	DimensionDerivationRule
Project	ESS
Project	Hierarchy
Project	InfoBar
Project	PrintMgmtHierarchy_Project
Project	PrintMgmtNode_Project
Project	PrintMgmtProject
Project	ProdRouteProj
Project	Proj
Project	ProjectManagementAndAccounting
Project	PSA
Project	PurchCreateOrderForm_Project
Project	PurchLineType_Project
Project	PurchTableForm_Project
Project	PurchTableType_Project
Project	RoleCenterPracticeManager
Project	RoleCenterProject
Project	SalesCreateOrderForm_Project
Project	SalesEditLinesForm_Project
Project	SalesFormLetter_Quotation
Project	SalesLineType_Project
Project	SalesTableForm_Project
Project	SalesTableType_Project
Project	Sync
Project	SysProject
Project	TestProject_ProjectAccounting
Project	VendInvoiceInfoLine_Project
Project	xl
Project Total	
	
Public Sector SL1	*_BillingCode
Public Sector SL1	*_PSN
Public Sector SL1	AccDistRuleAdvLedgerEntryExt
Public Sector SL1	AccJourRuleAdvLedgerEntryExt
Public Sector SL1	AccountantActivities
Public Sector SL1	AccountingManagerActivities
Public Sector SL1	AdvancedLedgerEntry
Public Sector SL1	AdvLedgerEntry
Public Sector SL1	AgreeLineQityCommitmentEventHandler
Public Sector SL1	AxAdvancedLedgerEntry
Public Sector SL1	AxdAdvancedLedgerEntry
Public Sector SL1	AxdCustomerTransaction
Public Sector SL1	BudgetAccountDetail
Public Sector SL1	BudgetControlApportionment
Public Sector SL1	BudgetProvisional
Public Sector SL1	BudgetSourceManager_BudgetTransaction
Public Sector SL1	BudgetSourceTrackingSummaryUpdate
Public Sector SL1	ConfirmingPO
Public Sector SL1	CurrentEquityByDimension
Public Sector SL1	CustBilling
Public Sector SL1	CustCustomField
Public Sector SL1	CustDateRange
Public Sector SL1	CustInterestPeriod
Public Sector SL1	CustInterestTransLine
Public Sector SL1	CustInvLineBillCode
Public Sector SL1	CustnterestTransLineIdRef_Invoice
Public Sector SL1	CustomerTransaction
Public Sector SL1	CustReceivableClassification
Public Sector SL1	CustReceivablePeriodDetail
Public Sector SL1	CustSettlementbyLine
Public Sector SL1	CustTmpUnposted
Public Sector SL1	CustTmpUnsettle
Public Sector SL1	CustTradingPartnerCode
Public Sector SL1	CustUnposted
Public Sector SL1	CustUnsettle
Public Sector SL1	CustVendPaymentDisbursement
Public Sector SL1	DimensionBalancing
Public Sector SL1	EPFinanceDirector
Public Sector SL1	FundingSource
Public Sector SL1	JournalizingDefinitionBankTrans
Public Sector SL1	JournalizingDefinitionCust
Public Sector SL1	JournalizingDefinitionGeneralLedger
Public Sector SL1	JournalizingDefinitionGL
Public Sector SL1	JournalizingDefinitionManagerALE
Public Sector SL1	JournalizingDefinitionManagerBank
Public Sector SL1	JournalizingDefinitionManagerCust
Public Sector SL1	JournalizingDefinitionManagerLedger
Public Sector SL1	LedgerCustPaymJournal_Cust
Public Sector SL1	LedgerDerivedFin
Public Sector SL1	LedgerFinanceDirector
Public Sector SL1	LedgerFund
Public Sector SL1	LedgerJournalTransEventHandler
Public Sector SL1	LedgerYearEndPreview
Public Sector SL1	PaymTermHold
Public Sector SL1	Profile_FinanceDirector
Public Sector SL1	ProjAccountDetailHistory
Public Sector SL1	ProjFundCategory
Public Sector SL1	ProjTmpAccountDetailHistory
Public Sector SL1	ProjTransRevenueTransTest
Public Sector SL1	PublicSector
Public Sector SL1	PurchAgreementActivitiesSummary
Public Sector SL1	PurchAgreementActivity
Public Sector SL1	PurchAgreementCertification
Public Sector SL1	PurchAgreementSubcontractor
Public Sector SL1	PurchAgreementWF
Public Sector SL1	PurchAgreementWorkflow
Public Sector SL1	PurchCommitment
Public Sector SL1	PurchEncumbranceSummary
Public Sector SL1	PurchInvoiceJournalPostTest
Public Sector SL1	PurchParmTable_PaymentDisbursement
Public Sector SL1	PurchReqNotYetApproved
Public Sector SL1	PurchTotalsSummary
Public Sector SL1	QuickLinks_AccountantLinks_PS
Public Sector SL1	QuickLinks_AccountantReportLinks_PS
Public Sector SL1	QuickLinks_AccountingManagerLinks_PS
Public Sector SL1	QuickLinks_ARAdministratorPSLinks
